f_wood_map:
	db	014h,0fh
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	030h,0a0h
	db	08h,0a0h
	db	0cbh,0a0h
	db	0cbh,0a0h
	db	08h,0a0h
	db	08h,0a0h
	db	08h,0a0h
	db	00h,00h
	db	00h,00h
	db	00h,00h
	db	08h,0a0h
	db	00h,00h
	db	08h,0a0h
	db	08h,0a0h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	08h,0a0h
	db	00h,00h
	db	00h,00h
	db	08h,0a0h
	db	00h,00h
	db	00h,00h
	db	08h,0a0h
	db	00h,00h
	db	030h,0a0h
	db	08h,0a0h
	db	00h,00h
	db	0cbh,0a0h
	db	0cbh,0a0h
	db	00h,00h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	02ch,0a1h
	db	0beh,0a0h
	db	0abh,0a0h
	db	08h,0a0h
	db	00h,00h
	db	08h,0a0h
	db	00h,00h
